title,company,location,link
2020년 광주남부지소 생활지도사 직원 공개경쟁시험,한국법무보호복지공단,광주광역시,https://www.indeed.com/rc/clk?jk=6430c4956d17c37f&from=vj&pos=bottom
기술 배울 男子분께 추천 / 에어컨 설치 보조 업무,신흥시스템,광주 북구,https://www.indeed.com/rc/clk?jk=09ff41ce348b2d96&from=vj&pos=bottom
[월급280만/주5일근무] 어린이통학차량 운전기사 (광주),콜버스랩,광주광역시,https://www.indeed.com/rc/clk?jk=efe2d10d9b2b2a3c&from=vj&pos=bottom
[(주)에스알테크 배관사 조공 기공,에스알테크,광주 북구,https://www.indeed.com/rc/clk?jk=1cd3c358135a7693&from=vj&pos=bottom
여기만 한 곳 없어요~ 지금 지원하실 거죠~(마트공산업무),Y마트하남드림점,광주 광산구,https://www.indeed.com/rc/clk?jk=1f06804e9394001a&from=vj&pos=bottom
[월급350이상/주5~6회근무] 광주세차 직원,굿피플,광주광역시,https://www.indeed.com/rc/clk?jk=84851617ca3125d9&from=vj&pos=bottom
사무보조 시간제,정보시스템,광주 남구,https://www.indeed.com/rc/clk?jk=7a5736c14d2ee009&from=vj&pos=bottom
광주지사 시설물유지관리업무 일반계약직,한국농어촌공사,광주광역시,https://www.indeed.com/rc/clk?jk=e7ec3a7bf6a59568&from=vj&pos=bottom
"조선소,초보[월4~5백만원]현대삼호중공업,족장,전기/신불가,동반가,숙식무료",현대삼호1차밴드,광주 광산구,https://www.indeed.com/rc/clk?jk=a1ff04849bd5f370&from=vj&pos=bottom
1억원 연봉 주인공 (2명)현 시스템 참여자100% 억대연봉,리더스금융판매,광주 서구,https://www.indeed.com/rc/clk?jk=b84de955e654f327&from=vj&pos=bottom
Annotation Analyst - Korean,Apple Inc.,대한민국,https://www.indeed.com/rc/clk?jk=3fc800428ddcb200&from=vj&pos=bottom
레이저 절단 작업 오퍼레이터,선인기업,광주 광산구,https://www.indeed.com/rc/clk?jk=629b42a30d60f0c1&from=vj&pos=bottom
넘버원 제트콜 광산지사(월급3백~5백만이상/일급10~25만원),대성(제트콜광산지사),광주 광산구,https://www.indeed.com/rc/clk?jk=e6cdcb69231ae50d&from=vj&pos=bottom
/광주-13만부터-주급제.월급제-수수료지원-시스템동바리-월계동.주월동.쌍촌동,에스코트컨설팅,광주 광산구,https://www.indeed.com/rc/clk?jk=6c49de32d5969d4f&from=vj&pos=bottom
"조선/초보/월최대445만/현대삼호중공업/전기 족장 포설/동반입사,숙식제공",해성산업,광주 북구,https://www.indeed.com/rc/clk?jk=bd274d6e94b127cb&from=vj&pos=bottom
[시스템공조]에어컨 설치 기사님 배우면서 일하실 초보자 및 경력자,시스템공조,광주 북구,https://www.indeed.com/rc/clk?jk=13d9c530183e5770&from=vj&pos=bottom
2020년 상반기 생산본부(출하과) 입니다.,하이코리아,광주 광산구,https://www.indeed.com/rc/clk?jk=1b72cee81fac9cc2&from=vj&pos=bottom
11톤 냉동탑차 장거리 운전원,월드냉동운수,광주 광산구,https://www.indeed.com/rc/clk?jk=e7654ee46075a8e5&from=vj&pos=bottom
LG U 호남대표매장에서 함께 할 인재 찾습니다,LG U+ 충장점,광주 동구,https://www.indeed.com/rc/clk?jk=c22fe93c73c6c836&from=vj&pos=bottom
"자동차 부품,포장,조립,직원[주,야간근무 가능자]",유한회사 지에이글로벌,광주 광산구,https://www.indeed.com/rc/clk?jk=b89a43ab52baf1aa&from=vj&pos=bottom
[초보18만원-시간당2만원]대기업 단순노무_회사직접(소개비없음/숙식무료),DSME,광주 서구,https://www.indeed.com/rc/clk?jk=e24f0935fe98fde0&from=vj&pos=bottom
(유)창성엘엔지/거제 삼성중공업/목포 현대삼호중공업 내 근무,유한회사 창성엘엔지,광주광역시,https://www.indeed.com/rc/clk?jk=1aea654d0262a0f3&from=vj&pos=bottom
광주전역 물탱크청소 알바,목송산업개발,광주광역시,https://www.indeed.com/rc/clk?jk=17be74e60f9024a4&from=vj&pos=bottom
형 인턴(주택관리공단 광주전남지사),주택관리공단,광주광역시,https://www.indeed.com/rc/clk?jk=9f001558df2950e2&from=vj&pos=bottom
2020년도 제1차 계약직 공개,한국광기술원,광주 북구,https://www.indeed.com/rc/clk?jk=49b373b6f5f9ff70&from=vj&pos=bottom
[광주대리][대리운전]함께할 기사님 및 콜센터여직원 (모든조건 협의가능),친절대리운전,광주 서구,https://www.indeed.com/rc/clk?jk=e04f60419d19716a&from=vj&pos=bottom
국제기후환경센터 전략기획실 기간제근로자(전문연구원),국제기후환경센터,광주 서구,https://www.indeed.com/rc/clk?jk=7b0233a254bed58f&from=vj&pos=bottom
운전면허만 있으면 누구나 고소득[광주광역시 전지역]배송기사님,신세계물류,광주 광산구,https://www.indeed.com/rc/clk?jk=277db26e3afaadfa&from=vj&pos=bottom
2020년 교육감으로 채용권이 전환된 교육공무직원 결원에 따른..,민주시민교육지원과,광주,https://www.indeed.com/rc/clk?jk=2d470603ae99b182&from=vj&pos=bottom
2020학년도 유치원 기간제교원,광주동운초등학교,광주광역시,https://www.indeed.com/rc/clk?jk=7e3630a7a7c314ce&from=vj&pos=bottom
[웅진 코웨이]알바투잡부업재택근무 가능어렵지 않아요,코웨이 광주사업국,광주 북구,https://www.indeed.com/rc/clk?jk=db892aa9362aec60&from=vj&pos=bottom
설계 및 엔지니어링,(주)피티지,광주 북구,https://www.indeed.com/rc/clk?jk=06a18e73a2e35bdb&from=vj&pos=bottom
플라스틱사출 성형기 조작/오퍼레이터/,명지산업,광주 광산구,https://www.indeed.com/rc/clk?jk=4e00a15fea169e63&from=vj&pos=bottom
더샵피부 및 마사지 광주상무 최고의 근무환경과 급여조건,더샵,광주 서구,https://www.indeed.com/rc/clk?jk=8aab230f46680315&from=vj&pos=bottom
광주/전남지역 편의점 재고조사 요원(정규직 or PT),코인트써비스,광주광역시,https://www.indeed.com/rc/clk?jk=708c6f155297a840&from=vj&pos=bottom
국가정보자원관리원 운영 엔지니어,지에프티,광주광역시,https://www.indeed.com/rc/clk?jk=d02a2e1993d0b7e4&from=vj&pos=bottom
상무지구 애견동반카페 직원구해요,화이트선데이,광주광역시,https://www.indeed.com/rc/clk?jk=8b89ee16bd345a79&from=vj&pos=bottom
2020년 lg u 고객센터 급여인상,LGU+ 광주센터,광주 서구,https://www.indeed.com/rc/clk?jk=7b061f71bb3beb06&from=vj&pos=bottom
2020년도 직원(약사) 상시,전남대학교병원,광주광역시,https://www.indeed.com/rc/clk?jk=e2e35a60713cc771&from=vj&pos=bottom
굴삭기 . 함께 일하실 분,전남기초건설,광주 광산구,https://www.indeed.com/rc/clk?jk=1176df68b4b3da2f&from=vj&pos=bottom
식자재배송 운전면허소지자,서니물류,광주 서구,https://www.indeed.com/rc/clk?jk=87f1f55e1936c407&from=vj&pos=bottom
"사무보조 8개월 광주광역시 동구 금남로 245, 전일빌딩(게임물관리위원회 근무)",금강택관리,광주 동구,https://www.indeed.com/rc/clk?jk=c7b5519d721388fd&from=vj&pos=bottom
[TM] 전화리서치상담 신입 /경력자,더 그린,광주광역시,https://www.indeed.com/rc/clk?jk=0de2f2dfdc97553f&from=vj&pos=bottom
"-첨단2지구, 대기업 가전 완제품 단순생산- 주간고정, 셔틀운행, 근무복지급",리더스앤피플,광주 북구,https://www.indeed.com/rc/clk?jk=d78c7af1f09c2388&from=vj&pos=bottom
[시선집중]초 중등 영어 전임 단어관리 자습실 테스크 실장님,히든키영어학원,광주 광산구,https://www.indeed.com/rc/clk?jk=dbc737b7a571f2dc&from=vj&pos=bottom
사탕&마사지 직원,사탕앤마사지,광주 북구,https://www.indeed.com/rc/clk?jk=0169f27f462c9870&from=vj&pos=bottom
[신세계L&B] 신세계백화점 광주점 와인판매 알바,신세계엘앤비,광주광역시,https://www.indeed.com/rc/clk?jk=deeb19624c4105a3&from=vj&pos=bottom
"주급/수수료지원/13만/잔업광주쌍촌동,월계동,김제,대전/전국전기닥트칸막이",JOHO,광주 서구,https://www.indeed.com/rc/clk?jk=8183e96e72ccaac2&from=vj&pos=bottom
물류배송 및 물류관리,농업회사법인빛나라에프에스,광주광역시,https://www.indeed.com/rc/clk?jk=4453912dae16834f&from=vj&pos=bottom
에어컨설치 보조기사,상아에어컨,광주광역시,https://www.indeed.com/rc/clk?jk=7bcf328160b73ccf&from=vj&pos=bottom
"[첨단2지구-김치냉장고/에어드레서 완제품생산] 주간고정, 셔틀운행, 초보가능",리더스앤피플,광주 북구,https://www.indeed.com/rc/clk?jk=60c3d367dc42de2d&from=vj&pos=bottom
NO.1[메리츠화재 본사근무]3월 면접 보러 오세요[행복지점]수수료최고대우,메리츠화재호남본부4지점,광주 서구,https://www.indeed.com/rc/clk?jk=67b66221a12e5a8c&from=vj&pos=bottom
Annotation Analyst - Korean,Apple Inc.,대한민국,https://www.indeed.com/rc/clk?jk=3fc800428ddcb200&from=vj&pos=bottom
무등파크호텔 10층 레스토랑 서빙 알바,나경인터내셔날,광주 동구,https://www.indeed.com/rc/clk?jk=019f23e90cc88fbb&from=vj&pos=bottom
독서실 총무,첨단스터디박스독서실,광주 북구,https://www.indeed.com/rc/clk?jk=d6b5281e97d7eed1&from=vj&pos=bottom
KT스카이라이프(위성방송) 광주고객센터 인바운드 상담사 (요금문의 등),CS매니지먼트,광주 동구,https://www.indeed.com/rc/clk?jk=0ee2da0b02766e94&from=vj&pos=bottom
첨단 신규 식자재 마트에서 직원,오리엔탈프레스코리아,광주 광산구,https://www.indeed.com/rc/clk?jk=db49200893f9c5d6&from=vj&pos=bottom
"""장성""노무직원 상·하차 및 공병분리등 관리업무",(유)지산물류,광주광역시,https://www.indeed.com/rc/clk?jk=c314a2adb8f5f263&from=vj&pos=bottom
[김양식장] 외국인 환영 책임자 및 경력직 직원,진도 의신,광주광역시,https://www.indeed.com/rc/clk?jk=4d02771b07986cde&from=vj&pos=bottom
"[꿀알바] 평일 과일,야채 포장아르바이트 주부환영 (시급9000원)",금메달마트,광주 동구,https://www.indeed.com/rc/clk?jk=bb7dc563d4730c2c&from=vj&pos=bottom
남녀 수금사원 9시~6시 주5일근무 월~금,와이즈디앤씨,광주광역시,https://www.indeed.com/rc/clk?jk=9a4f36a6c65141b0&from=vj&pos=bottom
골프캐디남.여(월400만)/출퇴근/사원기숙사제공,한국골프캐디협회,광주 동구,https://www.indeed.com/rc/clk?jk=7d571b11bfc1caac&from=vj&pos=bottom
공인중개사및 중개보조원,황제1공인중개사무소,광주광역시,https://www.indeed.com/rc/clk?jk=87f5cca2fef7a2d2&from=vj&pos=bottom
광주학운초등학교 교육공무직원(조리원) 한시적,광주학운초등학교,광주광역시,https://www.indeed.com/rc/clk?jk=e99a3e9e2768af2f&from=vj&pos=bottom
"GS홈쇼핑,10시-5시,교육비220만,기본120만인센,보너스,초보환영",신한생명 콜센터-광주센터,광주 광산구,https://www.indeed.com/rc/clk?jk=bdabba909d906a86&from=vj&pos=bottom
광주 광산구 배송기사초대박물량보장/유류비지원/교포가능/임대차가능/,신세계물류,광주 광산구,https://www.indeed.com/rc/clk?jk=8df37fa9cbd8742d&from=vj&pos=bottom
캐드사무원,해송이엔지,광주 북구,https://www.indeed.com/rc/clk?jk=166e4ed72a8fc41f&from=vj&pos=bottom
"5톤운전직/LG,삼성/주5일근무/월수600만/전액할부(무이자할부공제)/동승연수",우방물류,광주 광산구,https://www.indeed.com/rc/clk?jk=a8988aa1ffaa0f3c&from=vj&pos=bottom
마트 남직원,(유)지마트,광주광역시,https://www.indeed.com/rc/clk?jk=0a8b42e7259e4fb9&from=vj&pos=bottom
차량소유 必 급여 200만 ~ 500만 가능 자격증 NO,디딤돌공인중개사사무소,광주 서구,https://www.indeed.com/rc/clk?jk=6bf5bada9a2fa0e1&from=vj&pos=bottom
"[주4일근무,시급9000]애견샵 반려동물 케어 및 관리 매니저",데려가개애견샵,광주 광산구,https://www.indeed.com/rc/clk?jk=90366632d1368e08&from=vj&pos=bottom
"[동반,미필]자동차,반도체,남여생산직/주간,2교대,기숙사,당일입주,초보가능",에스코트컨설팅,광주 남구,https://www.indeed.com/rc/clk?jk=b8c07eb5ecb9066d&from=vj&pos=bottom
광주 ktx-산천 덕트청소 알바,에이스마하이엔지,광주 광산구,https://www.indeed.com/rc/clk?jk=a5b0facbdd2d23ca&from=vj&pos=bottom
Annotation Analyst - Korean,Apple Inc.,대한민국,https://www.indeed.com/rc/clk?jk=3fc800428ddcb200&from=vj&pos=bottom
[근무조건협의가능] 화장품 프리랜서 홍보 및 영업사원 (방문판매아님),비앙,광주 광산구,https://www.indeed.com/rc/clk?jk=c819c904b8bbda0f&from=vj&pos=bottom
한솔교육 광주 아카데미 공부방/ 교습소 원장님,광주아카데미센터,광주 광산구,https://www.indeed.com/rc/clk?jk=402aeae246330174&from=vj&pos=bottom
"[첨단]주5일제 직원(연차,퇴직금), 아르바이트",깐깐한족발,광주 광산구,https://www.indeed.com/rc/clk?jk=cd8389301674ad7d&from=vj&pos=bottom
꿀직장인데 아직도안눌러봤어? 홀아르바이트 /신창동 풍영초교 부근,최주원육개장,광주 광산구,https://www.indeed.com/rc/clk?jk=97ce2866df3d604c&from=vj&pos=bottom
자동차용 배터리/생산직 계약직 /상여금지급/2교대,디스커버믹스테크매뉴팩처링,광주 광산구,https://www.indeed.com/rc/clk?jk=2c6e8d3860add029&from=vj&pos=bottom
"[여수슈슈]스웨디시마사지 관리사(숙식제공,경력자환영,단기알바가능)",슈슈,광주광역시,https://www.indeed.com/rc/clk?jk=69ee4eb1fe2e3ef4&from=vj&pos=bottom
마트 공산(상품배송및진열)직원,코코마트,광주 광산구,https://www.indeed.com/rc/clk?jk=03af34e7aea5d228&from=vj&pos=bottom
2020학년도 양지초등학교 기간제교원(교과전담),양지초등학교,광주광역시,https://www.indeed.com/rc/clk?jk=936855dd95a9f54a&from=vj&pos=bottom
01년생가능] 건전 테라피 샵 카운터와 관리선생님 완전 건전샵,아름다운마사지,광주 서구,https://www.indeed.com/rc/clk?jk=0b519c8c0c0ca429&from=vj&pos=bottom
"매장관리 알르바이트,여카운터",슈퍼마켓맘,광주 서구,https://www.indeed.com/rc/clk?jk=328a492dd1265ed7&from=vj&pos=bottom
분식집 맛도랑 알바 구해요,맛도랑,광주 광산구,https://www.indeed.com/rc/clk?jk=a814ab653ed204f2&from=vj&pos=bottom
광역치매센터 사무국장(계약직원) (수시접수)-접수중,조선대학교병원,광주 서석동,https://www.indeed.com/rc/clk?jk=352e80d000273455&from=vj&pos=bottom
운전업무 - 대기업1차협력사 수출차량 입고검사사원 /장기근무ok,이음글로벌,광주광역시,https://www.indeed.com/rc/clk?jk=658452e6b15a827e&from=vj&pos=bottom
월급215/주6회근무)타이어뱅크 평동산단점에서 성실한 직원,타이어뱅크 평동산단점,광주광역시,https://www.indeed.com/rc/clk?jk=51f7b6828f1fa4de&from=vj&pos=bottom
"운전직(전액할부기사)LG,홈플러스/주5일근무/월수600만/초보동승연수/전국거주지배차",우방물류/정착금지급,광주 광산구,https://www.indeed.com/rc/clk?jk=ee9fc3b0f3adfad1&from=vj&pos=bottom
광주광역시문화원연합회_총무 및 일반사무_ 육아휴직대체근로자 (15개월),광광역시문화원연합회,광주 서구,https://www.indeed.com/rc/clk?jk=282b83bb6b34b180&from=vj&pos=bottom
[누구나가능]하는만큼 벌어가는 간편한 택배업무,대기업 택배/홈쇼핑(CJ/롯데/한진),광주 광산구,https://www.indeed.com/rc/clk?jk=815e4cf1e346c1af&from=vj&pos=bottom
[생수배송 기사님 지역특별]선착순마감,에이치운수,광주 북구,https://www.indeed.com/rc/clk?jk=b0dfce94b8d87bfa&from=vj&pos=bottom
충장로 남도분식 직원,링커코퍼레이션,광주 동구,https://www.indeed.com/rc/clk?jk=fc1d200d0369ed12&from=vj&pos=bottom
씨제이홈쇼핑 배송사원 [신입및경력],다온물류,광주 광산구,https://www.indeed.com/rc/clk?jk=0bd3adfcd5cd2919&from=vj&pos=bottom
Annotation Analyst - Korean,Apple Inc.,대한민국,https://www.indeed.com/rc/clk?jk=3fc800428ddcb200&from=vj&pos=bottom
2020년 교육감으로 권이 전환된 교육공무직원 결원에 따른 한시(재),민주시민교육지원과,광주광역시,https://www.indeed.com/rc/clk?jk=fa3c22593274a482&from=vj&pos=bottom
2020년 NIRS(광주) 자원통합 프로젝트 인원,핵시스템즈,광주 서구,https://www.indeed.com/rc/clk?jk=7fe09e35b45ead5c&from=vj&pos=bottom
"방수(초보자,경력자) 급(남자59세전)/일당(12만~15만원)이상/숙식제공",천사취업정보,광주 광산구,https://www.indeed.com/rc/clk?jk=35ade194661b27fe&from=vj&pos=bottom
파란유통 배송직원,파란유통,광주 서구,https://www.indeed.com/rc/clk?jk=243060e977a55b35&from=vj&pos=bottom
의류매장 9ho(구호)에서 직원 구해요,9ho( 구호),광주 동구,https://www.indeed.com/rc/clk?jk=a8452d30b2edb220&from=vj&pos=bottom
"#광주스웨디시 아로마.스웨디시,체형관리.바디케어관리사《《",아프리카 스웨디시,광주 서구,https://www.indeed.com/rc/clk?jk=44e26780bc280bb1&from=vj&pos=bottom
광주 골프장 포토샵 및 판매 직원,골프라이프,광주광역시,https://www.indeed.com/rc/clk?jk=2d5ff7d52aa5453c&from=vj&pos=bottom
면접선물]10시-5시/정착지원400만원-동의고객상담,[광주상무- 롯데홈쇼핑센터],광주 서구,https://www.indeed.com/rc/clk?jk=943c5df7e11a3b9b&from=vj&pos=bottom
지게차 운전원,제이앤비테크,광주 광산구,https://www.indeed.com/rc/clk?jk=671e1386620961ff&from=vj&pos=bottom
계산원,알리바이마켓우산점,광주 광산구,https://www.indeed.com/rc/clk?jk=60854599c4222baa&from=vj&pos=bottom
[노는아이 ENT] 연기자,노는아이,광주광역시,https://www.indeed.com/rc/clk?jk=604d146a3305799e&from=vj&pos=bottom
[옷짱문] 쇼핑몰 웹디자인,옷짱문엠라운드,광주 북구,https://www.indeed.com/rc/clk?jk=c26ec04bea5d062d&from=vj&pos=bottom
정규직 경력직- 마스크 제조 회사 경력자 - 각부분,"첨단, 복리후생 최고, 정규직 입사",광주광역시,https://www.indeed.com/rc/clk?jk=262162d9abbd7f3b&from=vj&pos=bottom
용접원,태영이엔지,광주 광산구,https://www.indeed.com/rc/clk?jk=a8e929625b46a0bf&from=vj&pos=bottom
[금융 상담사]교육비 지원비 학자금 초기정착금인센티브 제공 00명,리치골드에셋 미라클지점,광주 동구,https://www.indeed.com/rc/clk?jk=3d6314c9bec0cc25&from=vj&pos=bottom
[(주)에이스원] 제품 생산직원(조립 및 검사),에이스원,광주 광산구,https://www.indeed.com/rc/clk?jk=cc5119da9b9712ef&from=vj&pos=bottom
교촌치킨신가점에서 직원 구해요,교촌치킨 신가점,광주 광산구,https://www.indeed.com/rc/clk?jk=380891a4e325077a&from=vj&pos=bottom
현장 경비 정산업무 담당자,용성이엔지,광주 북구,https://www.indeed.com/rc/clk?jk=adf392d795b08909&from=vj&pos=bottom
노는아이 엔터테인먼트에서 연기자,노는아이이벤트,광주광역시,https://www.indeed.com/rc/clk?jk=f1ef5d40f5e597a6&from=vj&pos=bottom
2020학년도 기간제 교사 채용 공고,선창초등학교,광주,https://www.indeed.com/rc/clk?jk=3e4de8d235988220&from=vj&pos=bottom
Annotation Analyst - Korean,Apple Inc.,대한민국,https://www.indeed.com/rc/clk?jk=3fc800428ddcb200&from=vj&pos=bottom
Annotation Analyst - Korean,Apple Inc.,대한민국,https://www.indeed.com/rc/clk?jk=3fc800428ddcb200&from=vj&pos=bottom
Senior Project Leader,Parexel,대한민국,https://www.indeed.com/rc/clk?jk=55a0819c20115683&from=vj&pos=bottom
전기공사업 직원,슬기전력,광주 북구,https://www.indeed.com/rc/clk?jk=27962fd6b2da3bcf&from=vj&pos=bottom
마운틴마트에서 야채 작업하실 분,마운틴마트 월산점,광주 남구,https://www.indeed.com/rc/clk?jk=c7bb72522fc91e7e&from=vj&pos=bottom
2020학년도 정규직원 신규,호남대학교,광주 광산구,https://www.indeed.com/rc/clk?jk=4cda46e12db1287a&from=vj&pos=bottom
삐에스몽테 베이커리카페 에서 근무할 성실한 직원 (초보가능),삐에스몽테 제빵소,광주광역시,https://www.indeed.com/rc/clk?jk=2c3716ac08c85f8d&from=vj&pos=bottom
14톤운전직/대우전자.홈플러스/월순수740만원/고정노선/ 전액할부(초보자 운전동승연수),우방물류,광주 북구,https://www.indeed.com/rc/clk?jk=678b609670bb78e3&from=vj&pos=bottom
평일 야간 근무자,GS25 상무호반점,광주광역시,https://www.indeed.com/rc/clk?jk=4f20f91be1dba9a4&from=vj&pos=bottom
광주 현금호송 보조업무 정직원 (초보가능),홍익에이드,광주 서구,https://www.indeed.com/rc/clk?jk=2ae754f497575bad&from=vj&pos=bottom
동아병원 영양실 조리원(배식원),동아병원,광주 남구,https://www.indeed.com/rc/clk?jk=6f61195c4d0eb447&from=vj&pos=bottom
꿀직장최고대우 아리엘 스웨디시에서 열정있는 피부관리사,아리엘,광주 서구,https://www.indeed.com/rc/clk?jk=cd12cfdd89370fa5&from=vj&pos=bottom
2020년도 직원(약사),전남대학교병원,광주광역시,https://www.indeed.com/rc/clk?jk=72a4a3141bd697c8&from=vj&pos=bottom
"운전만하면 ok - 현대,기아자동차 입고검사 사원/꾸준한물량/장기근무",이음글로벌,광주광역시,https://www.indeed.com/rc/clk?jk=1c0f21e70d4a1331&from=vj&pos=bottom
청명토건 포크레인 기사 경력자우대 (급여 상담후결정),청명토건,광주 북구,https://www.indeed.com/rc/clk?jk=c4b235caad91df0b&from=vj&pos=bottom
기계설비현장(공조 냉동 설비) 정규직 / 알바생,강일이엔지,광주 북구,https://www.indeed.com/rc/clk?jk=e347060e18d260f8&from=vj&pos=bottom
인기 알바 / 편의점 알바 / 마감되기전에 GO GO,gs25상무gs점,광주 서구,https://www.indeed.com/rc/clk?jk=14045cc620a9ab29&from=vj&pos=bottom
"[평동산단 PCB단순조립] 주간고정, 셔틀버스운행, 꾸준한잔업, 높은월소득",리더스인,광주 광산구,https://www.indeed.com/rc/clk?jk=19f611c12910d227&from=vj&pos=bottom
하수관로 CCTV조사(내시경) 및 비굴착보수 (보조)업무,서도건설,광주광역시,https://www.indeed.com/rc/clk?jk=f615b08191fd09f4&from=vj&pos=bottom
2020년 풍암초 문화예술동아리 강사 모집 공고,풍암초등학교,광주,https://www.indeed.com/rc/clk?jk=4f0ecd277c459b98&from=vj&pos=bottom
생산직 인원 ~ [제조/포장/조립/검사/출하],채움이엔지,광주 광산구,https://www.indeed.com/rc/clk?jk=8fdb0082f7f9d6d3&from=vj&pos=bottom
가정용 에어컨 설치보조,에이치제이 에어컨,광주 광산구,https://www.indeed.com/rc/clk?jk=eb8e9edb84e7d827&from=vj&pos=bottom
"유명의약품(광주~순천)약국배송/일수월,안정적장기근무,현차주운행 선탑가능",삼화물류,광주 동구,https://www.indeed.com/rc/clk?jk=7d57536829fb1727&from=vj&pos=bottom
설계 및 엔지니어링,(주)피티지,광주 북구,https://www.indeed.com/rc/clk?jk=06a18e73a2e35bdb&from=vj&pos=bottom
꿀직장 [단순업무] PCB조립 ( 근무지: 나노산단 ) 여사원,유한회사엘앤케이,광주 광산구,https://www.indeed.com/rc/clk?jk=68276cb65fc28ad6&from=vj&pos=bottom
[대기업식자재 배송]지역일자리 최고,에이치운수,광주 북구,https://www.indeed.com/rc/clk?jk=89565a6a7c8032dd&from=vj&pos=bottom
우리 가게 참 좋은데 너무 많이 올까봐 어디가서 말도 못하고.,양산타이,광주 북구,https://www.indeed.com/rc/clk?jk=e4d5864835fb36bd&from=vj&pos=bottom
[한국수자원공사] 영섬수도지원센터 단기계약근로자(사무보조),한국수자원공사,광주광역시,https://www.indeed.com/rc/clk?jk=12a8e00716250ef2&from=vj&pos=bottom
月500이상광주 전지역택배및제품배송고수익/꿀직장/초보환영/놀면서일해요,신세계물류,광주 광산구,https://www.indeed.com/rc/clk?jk=37888aade2bf6100&from=vj&pos=bottom
[시급 10000원] 의류 쇼핑몰 여성 피팅모델 :),프리몬트,광주광역시,https://www.indeed.com/rc/clk?jk=c78646d67d10d875&from=vj&pos=bottom
전기공무,진광이엔씨,광주 북구,https://www.indeed.com/rc/clk?jk=4d31dff2de496923&from=vj&pos=bottom
[긴급] 노인맞춤돌봄서비스 수행인력(생활지원사),각화종합사회복지관,광주 북구,https://www.indeed.com/rc/clk?jk=4906e293c2e30006&from=vj&pos=bottom
자동차용 스마트 카드키 생산직원,이노셈코리아,광주 북구,https://www.indeed.com/rc/clk?jk=f03ee44ca2a03cb7&from=vj&pos=bottom
성실한 현장직 근로자(철구조물현장시공/현장보조),영화이앤지,광주 광산구,https://www.indeed.com/rc/clk?jk=37d8fd42d4272555&from=vj&pos=bottom
"(탄력시간 운영) 면접선물, 식비이벤트 (광주 농성) 정착지원 최대 400만원",AIA생명,광주 광산구,https://www.indeed.com/rc/clk?jk=f5b012ad5c6ab261&from=vj&pos=bottom
함께 일하실 가족,에덴,광주광역시,https://www.indeed.com/rc/clk?jk=284074fdc3f9ba19&from=vj&pos=bottom
전남대 (광주캠퍼스) 환경미생물학연구실 연구원 및 인턴,전남대학교산학협력단,광주 북구,https://www.indeed.com/rc/clk?jk=5f4612f0936a46e8&from=vj&pos=bottom
[월230이상] 아직 이 공고 안보셨나요? 꿀직장이 기다리고 있습니다,무등포장,광주광역시,https://www.indeed.com/rc/clk?jk=6f146339cb44b73e&from=vj&pos=bottom
"한국자동차운전전문학원 기능강사 및 기능검정원 신입/경력 정규직, 계약직",한국자동차운전전문학원,광주 남구,https://www.indeed.com/rc/clk?jk=98fab93d5427851d&from=vj&pos=bottom
오치동 첨단돌솥감자탕에서 가족같이 일하실 아르바이트생,첨단돌솥감자탕오치점,광주광역시,https://www.indeed.com/rc/clk?jk=38d5cdccf0346d0d&from=vj&pos=bottom
프레스 단순 생산직 사원,성정기업,광주 광산구,https://www.indeed.com/rc/clk?jk=54ca7cc316a976e3&from=vj&pos=bottom
